#Number of Records in Grid: 327
#Number of Samples in Grid: 327
#Grid Interval in Scan Direction: 32
#Grid Interval in Pix Direction: 32
#  Latitude  Longitude Slant Range Incidence_Angle
 21.973900  70.523303 -9999.000000 -9999.000000
 21.973848  70.528880 -9999.000000 -9999.000000
 21.973796  70.534456 -9999.000000 -9999.000000
 21.973744  70.540033 -9999.000000 -9999.000000
 21.973691  70.545610 -9999.000000 -9999.000000
 21.973639  70.551186 -9999.000000 -9999.000000
 21.973586  70.556763 -9999.000000 -9999.000000
 21.973533  70.562339 -9999.000000 -9999.000000
 21.973480  70.567916 -9999.000000 -9999.000000
 21.973426  70.573493 -9999.000000 -9999.000000
 21.973373  70.579069 -9999.000000 -9999.000000
 21.973319  70.584646 -9999.000000 -9999.000000
 21.973265  70.590222 -9999.000000 -9999.000000
 21.973211  70.595799 -9999.000000 -9999.000000
 21.973157  70.601375 -9999.000000 -9999.000000
 21.973102  70.606952 -9999.000000 -9999.000000
 21.973048  70.612528 -9999.000000 -9999.000000
 21.972993  70.618105 -9999.000000 -9999.000000
 21.972938  70.623681 -9999.000000 -9999.000000
 21.972883  70.629258 -9999.000000 -9999.000000
 21.972827  70.634834 -9999.000000 -9999.000000
 21.972772  70.640410 -9999.000000 -9999.000000
 21.972716  70.645987 -9999.000000 -9999.000000
 21.972660  70.651563 -9999.000000 -9999.000000
 21.972604  70.657139 -9999.000000 -9999.000000
 21.972547  70.662716 -9999.000000 -9999.000000
 21.972491  70.668292 -9999.000000 -9999.000000
 21.972434  70.673868 -9999.000000 -9999.000000
 21.972377  70.679445 -9999.000000 -9999.000000
 21.972320  70.685021 -9999.000000 -9999.000000
 21.972263  70.690597 -9999.000000 -9999.000000
 21.972205  70.696173 -9999.000000 -9999.000000
 21.972147  70.701749 -9999.000000 -9999.000000
 21.972089  70.707326 -9999.000000 -9999.000000
 21.972031  70.712902 -9999.000000 -9999.000000
 21.971973  70.718478 -9999.000000 -9999.000000
 21.971915  70.724054 -9999.000000 -9999.000000
 21.971856  70.729630 -9999.000000 -9999.000000
 21.971797  70.735206 -9999.000000 -9999.000000
 21.971738  70.740782 -9999.000000 -9999.000000
 21.971679  70.746358 -9999.000000 -9999.000000
 21.971620  70.751934 -9999.000000 -9999.000000
 21.971560  70.757510 -9999.000000 -9999.000000
 21.971500  70.763086 -9999.000000 -9999.000000
 21.971440  70.768662 -9999.000000 -9999.000000
 21.971380  70.774238 -9999.000000 -9999.000000
 21.971320  70.779814 -9999.000000 -9999.000000
 21.971259  70.785390 -9999.000000 -9999.000000
 21.971199  70.790966 -9999.000000 -9999.000000
 21.971138  70.796542 -9999.000000 -9999.000000
 21.971077  70.802117 -9999.000000 -9999.000000
 21.971015  70.807693 -9999.000000 -9999.000000
 21.970954  70.813269 -9999.000000 -9999.000000
 21.970892  70.818845 -9999.000000 -9999.000000
 21.970830  70.824421 -9999.000000 -9999.000000
 21.970768  70.829996 -9999.000000 -9999.000000
 21.970706  70.835572 -9999.000000 -9999.000000
 21.970644  70.841148 -9999.000000 -9999.000000
 21.970581  70.846723 -9999.000000 -9999.000000
 21.970518  70.852299 -9999.000000 -9999.000000
 21.970455  70.857875 -9999.000000 -9999.000000
 21.970392  70.863450 -9999.000000 -9999.000000
 21.970329  70.869026 -9999.000000 -9999.000000
 21.970265  70.874601 -9999.000000 -9999.000000
 21.970202  70.880177 -9999.000000 -9999.000000
 21.970138  70.885753 -9999.000000 -9999.000000
 21.970074  70.891328 -9999.000000 -9999.000000
 21.970009  70.896904 -9999.000000 -9999.000000
 21.969945  70.902479 -9999.000000 -9999.000000
 21.969880  70.908055 -9999.000000 -9999.000000
 21.969815  70.913630 -9999.000000 -9999.000000
 21.969750  70.919205 -9999.000000 -9999.000000
 21.969685  70.924781 -9999.000000 -9999.000000
 21.969620  70.930356 -9999.000000 -9999.000000
 21.969554  70.935932 -9999.000000 -9999.000000
 21.969488  70.941507 -9999.000000 -9999.000000
 21.969422  70.947082 -9999.000000 -9999.000000
 21.969356  70.952657 -9999.000000 -9999.000000
 21.969290  70.958233 -9999.000000 -9999.000000
 21.969223  70.963808 -9999.000000 -9999.000000
 21.969156  70.969383 -9999.000000 -9999.000000
 21.969089  70.974958 -9999.000000 -9999.000000
 21.969022  70.980534 -9999.000000 -9999.000000
 21.968955  70.986109 -9999.000000 -9999.000000
 21.968887  70.991684 -9999.000000 -9999.000000
 21.968820  70.997259 -9999.000000 -9999.000000
 21.968752  71.002834 -9999.000000 -9999.000000
 21.968684  71.008409 -9999.000000 -9999.000000
 21.968616  71.013984 -9999.000000 -9999.000000
 21.968547  71.019559 -9999.000000 -9999.000000
 21.968479  71.025134 -9999.000000 -9999.000000
 21.968410  71.030709 -9999.000000 -9999.000000
 21.968341  71.036284 -9999.000000 -9999.000000
 21.968271  71.041859 -9999.000000 -9999.000000
 21.968202  71.047434 -9999.000000 -9999.000000
 21.968133  71.053009 -9999.000000 -9999.000000
 21.968063  71.058584 -9999.000000 -9999.000000
 21.967993  71.064159 -9999.000000 -9999.000000
 21.967923  71.069734 -9999.000000 -9999.000000
 21.967852  71.075308 -9999.000000 -9999.000000
 21.967782  71.080883 -9999.000000 -9999.000000
 21.967711  71.086458 -9999.000000 -9999.000000
 21.967640  71.092033 -9999.000000 -9999.000000
 21.967569  71.097607 -9999.000000 -9999.000000
 21.967498  71.103182 -9999.000000 -9999.000000
 21.967426  71.108757 -9999.000000 -9999.000000
 21.967355  71.114331 -9999.000000 -9999.000000
 21.967283  71.119906 -9999.000000 -9999.000000
 21.967211  71.125481 -9999.000000 -9999.000000
 21.967139  71.131055 -9999.000000 -9999.000000
 21.967066  71.136630 -9999.000000 -9999.000000
 21.966994  71.142204 -9999.000000 -9999.000000
 21.966921  71.147779 -9999.000000 -9999.000000
 21.966848  71.153353 -9999.000000 -9999.000000
 21.966775  71.158928 -9999.000000 -9999.000000
 21.966701  71.164502 -9999.000000 -9999.000000
 21.966628  71.170077 -9999.000000 -9999.000000
 21.966554  71.175651 -9999.000000 -9999.000000
 21.966480  71.181225 -9999.000000 -9999.000000
 21.966406  71.186800 -9999.000000 -9999.000000
 21.966332  71.192374 -9999.000000 -9999.000000
 21.966257  71.197948 -9999.000000 -9999.000000
 21.966183  71.203523 -9999.000000 -9999.000000
 21.966108  71.209097 -9999.000000 -9999.000000
 21.966033  71.214671 -9999.000000 -9999.000000
 21.965958  71.220245 -9999.000000 -9999.000000
 21.965882  71.225820 -9999.000000 -9999.000000
 21.965807  71.231394 -9999.000000 -9999.000000
 21.965731  71.236968 -9999.000000 -9999.000000
 21.965655  71.242542 -9999.000000 -9999.000000
 21.965579  71.248116 -9999.000000 -9999.000000
 21.965502  71.253690 -9999.000000 -9999.000000
 21.965426  71.259264 -9999.000000 -9999.000000
 21.965349  71.264838 -9999.000000 -9999.000000
 21.965272  71.270412 -9999.000000 -9999.000000
 21.965195  71.275986 -9999.000000 -9999.000000
 21.965118  71.281560 -9999.000000 -9999.000000
 21.965040  71.287134 -9999.000000 -9999.000000
 21.964962  71.292708 -9999.000000 -9999.000000
 21.964885  71.298282 -9999.000000 -9999.000000
 21.964806  71.303856 -9999.000000 -9999.000000
 21.964728  71.309429 -9999.000000 -9999.000000
 21.964650  71.315003 -9999.000000 -9999.000000
 21.964571  71.320577 -9999.000000 -9999.000000
 21.964492  71.326151 -9999.000000 -9999.000000
 21.964413  71.331724 -9999.000000 -9999.000000
 21.964334  71.337298 -9999.000000 -9999.000000
 21.964255  71.342872 -9999.000000 -9999.000000
 21.964175  71.348445 -9999.000000 -9999.000000
 21.964096  71.354019 -9999.000000 -9999.000000
 21.964016  71.359593 -9999.000000 -9999.000000
 21.963935  71.365166 -9999.000000 -9999.000000
 21.963855  71.370740 -9999.000000 -9999.000000
 21.963775  71.376313 -9999.000000 -9999.000000
 21.963694  71.381887 -9999.000000 -9999.000000
 21.963613  71.387460 -9999.000000 -9999.000000
 21.963532  71.393034 -9999.000000 -9999.000000
 21.963451  71.398607 -9999.000000 -9999.000000
 21.963369  71.404180 -9999.000000 -9999.000000
 21.963288  71.409754 -9999.000000 -9999.000000
 21.963206  71.415327 -9999.000000 -9999.000000
 21.963124  71.420900 -9999.000000 -9999.000000
 21.963042  71.426474 -9999.000000 -9999.000000
 21.962959  71.432047 -9999.000000 -9999.000000
 21.974617  69.614099 -9999.000000 -9999.000000
 21.974594  69.619676 -9999.000000 -9999.000000
 21.974573  69.625254 -9999.000000 -9999.000000
 21.974552  69.630833 -9999.000000 -9999.000000
 21.974530  69.636411 -9999.000000 -9999.000000
 21.974508  69.641989 -9999.000000 -9999.000000
 21.974486  69.647568 -9999.000000 -9999.000000
 21.974464  69.653146 -9999.000000 -9999.000000
 21.974442  69.658725 -9999.000000 -9999.000000
 21.974420  69.664303 -9999.000000 -9999.000000
 21.974397  69.669881 -9999.000000 -9999.000000
 21.974374  69.675460 -9999.000000 -9999.000000
 21.974351  69.681038 -9999.000000 -9999.000000
 21.974328  69.686616 -9999.000000 -9999.000000
 21.974304  69.692195 -9999.000000 -9999.000000
 21.974281  69.697773 -9999.000000 -9999.000000
 21.974257  69.703351 -9999.000000 -9999.000000
 21.974233  69.708930 -9999.000000 -9999.000000
 21.974209  69.714508 -9999.000000 -9999.000000
 21.974184  69.720086 -9999.000000 -9999.000000
 21.974160  69.725664 -9999.000000 -9999.000000
 21.974135  69.731243 -9999.000000 -9999.000000
 21.974110  69.736821 -9999.000000 -9999.000000
 21.974085  69.742399 -9999.000000 -9999.000000
 21.974060  69.747977 -9999.000000 -9999.000000
 21.974034  69.753556 -9999.000000 -9999.000000
 21.974008  69.759134 -9999.000000 -9999.000000
 21.973983  69.764712 -9999.000000 -9999.000000
 21.973956  69.770290 -9999.000000 -9999.000000
 21.973930  69.775869 -9999.000000 -9999.000000
 21.973904  69.781447 -9999.000000 -9999.000000
 21.973877  69.787025 -9999.000000 -9999.000000
 21.973850  69.792603 -9999.000000 -9999.000000
 21.973823  69.798181 -9999.000000 -9999.000000
 21.973796  69.803759 -9999.000000 -9999.000000
 21.973769  69.809338 -9999.000000 -9999.000000
 21.973741  69.814916 -9999.000000 -9999.000000
 21.973713  69.820494 -9999.000000 -9999.000000
 21.973685  69.826072 -9999.000000 -9999.000000
 21.973657  69.831650 -9999.000000 -9999.000000
 21.973629  69.837228 -9999.000000 -9999.000000
 21.973600  69.842806 -9999.000000 -9999.000000
 21.973571  69.848384 -9999.000000 -9999.000000
 21.973543  69.853962 -9999.000000 -9999.000000
 21.973513  69.859541 -9999.000000 -9999.000000
 21.973484  69.865119 -9999.000000 -9999.000000
 21.973455  69.870697 -9999.000000 -9999.000000
 21.973425  69.876275 -9999.000000 -9999.000000
 21.973395  69.881853 709231.982150  43.737288
 21.973365  69.887431 708836.586595  43.699232
 21.973335  69.893009 708447.001571  43.660709
 21.973304  69.898587 708053.588647  43.622462
 21.973274  69.904165 707660.149827  43.584199
 21.973243  69.909743 707266.307148  43.545949
 21.973212  69.915321 706872.580453  43.507671
 21.973181  69.920899 706480.658039  43.469236
 21.973149  69.926477 706087.893117  43.430846
 21.973118  69.932055 705696.422575  43.392339
 21.973086  69.937633 705303.984114  43.353887
 21.973054  69.943210 704910.836369  43.315471
 21.973022  69.948788 704516.739382  43.277109
 21.972990  69.954366 704123.759440  43.238642
 21.972957  69.959944 703734.728425  43.199854
 21.972924  69.965522 703343.767416  43.161195
 21.972891  69.971100 702951.144009  43.122644
 21.972858  69.976678 702566.641301  43.083455
 21.972825  69.982256 702181.071135  43.044329
 21.972792  69.987833 701796.119419  43.005137
 21.972758  69.993411 701410.683574  42.965963
 21.972724  69.998989 701025.855718  42.926725
 21.972690  70.004567 700639.325559  42.887598
 21.972656  70.010145 700253.233417  42.848419
 21.972622  70.015722 699870.577656  42.808962
 21.972587  70.021300 -9999.000000 -9999.000000
 21.972552  70.026878 -9999.000000 -9999.000000
 21.972517  70.032456 -9999.000000 -9999.000000
 21.972482  70.038034 -9999.000000 -9999.000000
 21.972447  70.043611 -9999.000000 -9999.000000
 21.972411  70.049189 -9999.000000 -9999.000000
 21.972375  70.054767 -9999.000000 -9999.000000
 21.972339  70.060344 -9999.000000 -9999.000000
 21.972303  70.065922 -9999.000000 -9999.000000
 21.972267  70.071500 -9999.000000 -9999.000000
 21.972231  70.077077 -9999.000000 -9999.000000
 21.972194  70.082655 -9999.000000 -9999.000000
 21.972157  70.088233 -9999.000000 -9999.000000
 21.972120  70.093810 -9999.000000 -9999.000000
 21.972083  70.099388 -9999.000000 -9999.000000
 21.972045  70.104966 -9999.000000 -9999.000000
 21.972008  70.110543 -9999.000000 -9999.000000
 21.971970  70.116121 -9999.000000 -9999.000000
 21.971932  70.121698 -9999.000000 -9999.000000
 21.971894  70.127276 -9999.000000 -9999.000000
 21.971855  70.132853 -9999.000000 -9999.000000
 21.971817  70.138431 -9999.000000 -9999.000000
 21.971778  70.144008 -9999.000000 -9999.000000
 21.971739  70.149586 -9999.000000 -9999.000000
 21.971700  70.155163 -9999.000000 -9999.000000
 21.971660  70.160741 -9999.000000 -9999.000000
 21.971621  70.166318 -9999.000000 -9999.000000
 21.971581  70.171896 -9999.000000 -9999.000000
 21.971541  70.177473 -9999.000000 -9999.000000
 21.971501  70.183051 -9999.000000 -9999.000000
 21.971461  70.188628 -9999.000000 -9999.000000
 21.971420  70.194205 -9999.000000 -9999.000000
 21.971380  70.199783 -9999.000000 -9999.000000
 21.971339  70.205360 -9999.000000 -9999.000000
 21.971298  70.210938 -9999.000000 -9999.000000
 21.971257  70.216515 -9999.000000 -9999.000000
 21.971215  70.222092 -9999.000000 -9999.000000
 21.971174  70.227670 -9999.000000 -9999.000000
 21.971132  70.233247 -9999.000000 -9999.000000
 21.971090  70.238824 -9999.000000 -9999.000000
 21.971048  70.244402 -9999.000000 -9999.000000
 21.971005  70.249979 -9999.000000 -9999.000000
 21.970963  70.255556 -9999.000000 -9999.000000
 21.970920  70.261133 -9999.000000 -9999.000000
 21.970877  70.266711 -9999.000000 -9999.000000
 21.970834  70.272288 -9999.000000 -9999.000000
 21.970791  70.277865 -9999.000000 -9999.000000
 21.970747  70.283442 -9999.000000 -9999.000000
 21.970704  70.289019 -9999.000000 -9999.000000
 21.970660  70.294596 -9999.000000 -9999.000000
 21.970616  70.300174 -9999.000000 -9999.000000
 21.970571  70.305751 -9999.000000 -9999.000000
 21.970527  70.311328 -9999.000000 -9999.000000
 21.970482  70.316905 -9999.000000 -9999.000000
 21.970437  70.322482 -9999.000000 -9999.000000
 21.970392  70.328059 -9999.000000 -9999.000000
 21.970347  70.333636 -9999.000000 -9999.000000
 21.970302  70.339213 -9999.000000 -9999.000000
 21.970256  70.344790 -9999.000000 -9999.000000
 21.970211  70.350367 -9999.000000 -9999.000000
 21.970165  70.355944 -9999.000000 -9999.000000
 21.970118  70.361521 -9999.000000 -9999.000000
 21.970072  70.367098 -9999.000000 -9999.000000
 21.970026  70.372675 -9999.000000 -9999.000000
 21.969979  70.378252 -9999.000000 -9999.000000
 21.969932  70.383829 -9999.000000 -9999.000000
 21.969885  70.389406 -9999.000000 -9999.000000
 21.969838  70.394983 -9999.000000 -9999.000000
 21.969790  70.400560 -9999.000000 -9999.000000
 21.969742  70.406137 -9999.000000 -9999.000000
 21.969695  70.411714 -9999.000000 -9999.000000
 21.969647  70.417290 -9999.000000 -9999.000000
 21.969598  70.422867 -9999.000000 -9999.000000
 21.969550  70.428444 -9999.000000 -9999.000000
 21.969501  70.434021 -9999.000000 -9999.000000
 21.969453  70.439598 -9999.000000 -9999.000000
 21.969404  70.445174 -9999.000000 -9999.000000
 21.969354  70.450751 -9999.000000 -9999.000000
 21.969305  70.456328 -9999.000000 -9999.000000
 21.969256  70.461905 -9999.000000 -9999.000000
 21.969206  70.467481 -9999.000000 -9999.000000
 21.969156  70.473058 -9999.000000 -9999.000000
 21.969106  70.478635 -9999.000000 -9999.000000
 21.969055  70.484211 -9999.000000 -9999.000000
 21.969005  70.489788 -9999.000000 -9999.000000
 21.968954  70.495364 -9999.000000 -9999.000000
 21.968903  70.500941 -9999.000000 -9999.000000
 21.968852  70.506518 -9999.000000 -9999.000000
 21.968801  70.512094 -9999.000000 -9999.000000
 21.968750  70.517671 -9999.000000 -9999.000000
 21.968698  70.523247 -9999.000000 -9999.000000
 21.968646  70.528824 -9999.000000 -9999.000000
 21.968594  70.534400 -9999.000000 -9999.000000
 21.968542  70.539977 -9999.000000 -9999.000000
 21.968490  70.545553 -9999.000000 -9999.000000
 21.968437  70.551130 -9999.000000 -9999.000000
 21.968384  70.556706 -9999.000000 -9999.000000
 21.968331  70.562283 -9999.000000 -9999.000000
 21.968278  70.567859 -9999.000000 -9999.000000
 21.968225  70.573435 -9999.000000 -9999.000000
 21.968171  70.579012 -9999.000000 -9999.000000
 21.968118  70.584588 -9999.000000 -9999.000000
 21.968064  70.590164 -9999.000000 -9999.000000
 21.968010  70.595741 -9999.000000 -9999.000000
 21.967955  70.601317 -9999.000000 -9999.000000
 21.967901  70.606893 -9999.000000 -9999.000000
 21.967846  70.612470 -9999.000000 -9999.000000
 21.967791  70.618046 -9999.000000 -9999.000000
 21.967736  70.623622 -9999.000000 -9999.000000
 21.967681  70.629198 -9999.000000 -9999.000000
 21.967626  70.634774 -9999.000000 -9999.000000
 21.967570  70.640351 -9999.000000 -9999.000000
 21.967514  70.645927 -9999.000000 -9999.000000
 21.967458  70.651503 -9999.000000 -9999.000000
 21.967402  70.657079 -9999.000000 -9999.000000
 21.967346  70.662655 -9999.000000 -9999.000000
 21.967289  70.668231 -9999.000000 -9999.000000
 21.967233  70.673807 -9999.000000 -9999.000000
 21.967176  70.679383 -9999.000000 -9999.000000
 21.967119  70.684959 -9999.000000 -9999.000000
 21.967061  70.690535 -9999.000000 -9999.000000
 21.967004  70.696111 -9999.000000 -9999.000000
 21.966946  70.701687 -9999.000000 -9999.000000
 21.966888  70.707263 -9999.000000 -9999.000000
 21.966830  70.712839 -9999.000000 -9999.000000
 21.966772  70.718415 -9999.000000 -9999.000000
 21.966714  70.723991 -9999.000000 -9999.000000
 21.966655  70.729567 -9999.000000 -9999.000000
 21.966596  70.735143 -9999.000000 -9999.000000
 21.966537  70.740719 -9999.000000 -9999.000000
 21.966478  70.746295 -9999.000000 -9999.000000
 21.966419  70.751870 -9999.000000 -9999.000000
 21.966359  70.757446 -9999.000000 -9999.000000
 21.966299  70.763022 -9999.000000 -9999.000000
 21.966239  70.768598 -9999.000000 -9999.000000
 21.966179  70.774173 -9999.000000 -9999.000000
 21.966119  70.779749 -9999.000000 -9999.000000
 21.966059  70.785325 -9999.000000 -9999.000000
 21.965998  70.790900 -9999.000000 -9999.000000
 21.965937  70.796476 -9999.000000 -9999.000000
 21.965876  70.802052 -9999.000000 -9999.000000
 21.965815  70.807627 -9999.000000 -9999.000000
